"word","cdv.txt","cdv.txt.zip","groen.txt","groen.txt.zip","nva.txt","nva.txt.zip","openvld.txt","openvld.txt.zip","pvda.txt","pvda.txt.zip","spa.txt","spa.txt.zip","vlaamsbelang.txt","vlaamsbelang.txt.zip"
"ging",1,0,2,0,1,0,0,0,9,0,0,0,1,0
"afgebouwd",1,0,8,0,0,0,1,0,5,0,1,0,0,0
"beleven",1,0,1,0,5,0,0,0,1,0,8,0,0,0
"echtscheiding",1,0,5,0,0,0,1,0,1,0,8,0,0,0
"uitwerking",1,0,8,0,1,0,0,0,1,0,5,0,0,0
"deskundigheid",1,0,9,0,1,0,0,0,0,0,1,0,0,0
"mantelzorger",1,0,9,0,1,0,0,0,0,0,1,0,0,0
"sectorale",0,0,9,0,1,0,1,0,1,0,0,0,0,0
"telewerken",1,0,9,0,1,0,1,0,0,0,0,0,0,0
"windenergie",0,0,9,0,1,0,1,0,0,0,1,0,0,0
"belastinggeld",0,0,2,0,2,0,4,0,8,0,1,0,4,0
"beperkingen",1,0,8,0,1,0,3,0,5,0,2,0,1,0
"verblijfsrecht",0,0,7,0,4,0,0,0,5,0,3,0,3,0
"betaling",2,0,6,0,1,0,2,0,7,0,4,0,1,0
"georganiseerde",0,0,6,0,2,0,3,0,2,0,7,0,3,0
"alleenstaanden",0,0,3,0,1,0,3,0,4,0,8,0,0,0
"individu",0,0,5,0,3,0,4,0,0,0,7,0,0,0
"passende",2,0,5,0,2,0,1,0,1,0,8,0,0,0
"verplichten",0,0,7,0,3,0,0,0,2,0,6,0,1,0
"vervolging",0,0,6,0,1,0,0,0,2,0,7,0,3,0
"zinvolle",2,0,6,0,0,0,0,0,0,0,7,0,0,0
"denk",1,0,9,0,1,0,0,0,1,0,0,0,1,0
"gelegd",1,0,9,0,2,0,2,0,1,0,2,0,1,0
"geleid",1,0,8,0,0,0,1,0,5,0,2,0,1,0
"sterkste",1,0,3,0,0,0,1,0,6,0,7,0,0,0
"scheiding",1,0,7,0,5,0,1,0,5,0,3,0,2,0
"functioneren",2,0,7,0,5,0,2,0,5,0,3,0,1,0
"innovatief",2,0,4,0,3,0,0,0,0,0,8,0,0,0
"vak",1,0,8,0,1,0,1,0,1,0,5,0,0,0
"verzorging",2,0,7,0,0,0,0,0,2,0,6,0,0,0
"zieke",1,0,9,0,1,0,1,0,2,0,2,0,1,0
"bevatten",0,0,7,0,0,0,1,0,0,0,6,0,0,0
"topsporters",0,0,7,0,0,0,1,0,0,0,6,0,0,0
"afdelingen",0,0,7,0,1,0,0,0,2,0,6,0,0,0
"leefbare",0,0,6,0,1,0,0,0,0,0,7,0,2,0
"mobiliteitsbudget",4,0,8,0,0,0,1,0,0,0,3,0,0,0
"spanje",0,0,0,0,3,0,0,0,8,0,4,0,1,0
"duizenden",1,0,2,0,6,0,1,0,6,0,5,0,0,0
"helaas",1,0,8,0,3,0,2,0,3,0,4,0,0,0
"gerespecteerd",1,0,6,0,1,0,1,0,5,0,6,0,0,0
"vergunning",4,0,5,0,3,0,7,0,3,0,1,0,0,0
"opgeleid",0,0,8,0,2,0,0,0,3,0,4,0,2,0
"pleegouders",0,0,6,0,1,0,1,0,0,0,7,0,0,0
"verbetert",1,0,7,0,0,0,0,0,1,0,6,0,0,0
"bundelen",3,0,4,0,2,0,1,0,0,0,8,0,0,0
"keuzevrijheid",0,0,2,0,2,0,7,0,0,0,6,0,1,0
"tegenstelling",1,0,8,0,1,0,1,0,1,0,5,0,1,0
"anciënniteit",1,0,4,0,1,0,3,0,0,0,8,0,0,0
"gesubsidieerde",1,0,7,0,6,0,2,0,0,0,1,0,0,0
"verregaande",0,0,8,0,3,0,1,0,0,0,4,0,1,0
"bankencrisis",0,0,4,0,0,0,0,0,8,0,2,0,0,0
"capaciteiten",0,0,4,0,2,0,0,0,0,0,8,0,0,0
"doven",0,0,8,0,2,0,0,0,0,0,4,0,0,0
"proberen",0,0,2,0,0,0,0,0,4,0,8,0,0,0
"beheerd",0,0,8,0,2,0,0,0,4,0,2,0,0,0
"genderidentiteit",0,0,8,0,0,0,0,0,0,0,4,0,0,0
"rapportering",0,0,8,0,0,0,0,0,0,0,4,0,0,0
"veestapel",0,0,8,0,0,0,0,0,0,0,4,0,0,0
"onderscheid",3,0,8,0,3,0,1,0,3,0,3,0,0,0
"talrijke",7,0,5,0,2,0,0,0,2,0,4,0,0,0
"data",7,0,0,0,2,0,5,0,1,0,4,0,0,0
"eenoudergezinnen",1,0,6,0,2,0,0,0,2,0,7,0,1,0
"handhaven",1,0,3,0,8,0,1,0,0,0,4,0,2,0
"kamer",0,0,8,0,3,0,2,0,4,0,1,0,1,0
"rijk",1,0,3,0,2,0,0,0,8,0,4,0,1,0
"aandachtspunt",2,0,8,0,0,0,1,0,0,0,4,0,0,0
"emancipatie",1,0,8,0,0,0,2,0,0,0,4,0,0,0
"filosofie",0,0,8,0,0,0,4,0,2,0,1,0,0,0
"hoeven",0,0,4,0,2,0,1,0,0,0,8,0,0,0
"kijk",0,0,4,0,2,0,0,0,1,0,8,0,0,0
"realiseert",0,0,4,0,1,0,0,0,0,0,8,0,0,0
"zeldzame",0,0,8,0,0,0,0,0,1,0,4,0,0,0
"gezinshereniging",0,0,7,0,5,0,1,0,0,0,4,0,1,0
"grensoverschrijdende",0,0,7,0,4,0,1,0,1,0,5,0,0,0
"samenhang",1,0,5,0,7,0,0,0,1,0,4,0,0,0
"gevraagd",0,0,6,0,1,0,1,0,1,0,7,0,1,0
"doorwegen",0,0,8,0,0,0,3,0,0,0,3,0,0,0
"gemengde",1,0,8,0,0,0,0,0,1,0,4,0,0,0
"lissabon",1,0,4,0,1,0,0,0,8,0,0,0,0,0
"milieuvriendelijke",0,0,8,0,3,0,0,0,0,0,3,0,0,0
"snelheid",1,0,8,0,0,0,0,0,0,0,4,0,1,0
"steunmaatregelen",3,0,8,0,0,0,0,0,0,0,3,0,0,0
"inspelen",1,0,2,0,4,0,0,0,1,0,8,0,0,0
"orgaan",1,0,8,0,0,0,0,0,2,0,4,0,1,0
"langdurig",3,0,8,0,3,0,2,0,3,0,2,0,0,0
"opleveren",6,0,5,0,4,0,0,0,3,0,4,0,0,0
"getroffen",1,0,5,0,2,0,1,0,4,0,7,0,0,0
"hoofd",2,0,4,0,3,0,2,0,6,0,6,0,0,0
"mede",1,0,7,0,4,0,0,0,1,0,5,0,1,0
"nuttig",1,0,8,0,2,0,2,0,0,0,4,0,2,0
"directies",3,0,8,0,3,0,0,0,0,0,0,0,1,0
"gevoerd",1,0,8,0,4,0,0,0,0,0,1,0,1,0
"logische",0,0,8,0,1,0,0,0,1,0,4,0,1,0
"trajectbegeleiding",3,0,7,0,0,0,0,0,0,0,5,0,0,0
"voegen",0,0,0,0,8,0,1,0,1,0,4,0,1,0
"gekozen",4,0,4,0,0,0,0,0,3,0,7,0,0,0
"realistisch",6,0,5,0,5,0,0,0,0,0,2,0,0,0
"werkenden",0,0,3,0,3,0,5,0,6,0,5,0,2,0
"eurozone",3,0,4,0,4,0,0,0,6,0,5,0,3,0
"hefbomen",6,0,5,0,1,0,5,0,4,0,2,0,2,0
"moeilijkheden",1,0,4,0,1,0,0,0,2,0,8,0,1,0
"vergemakkelijken",3,0,8,0,1,0,3,0,0,0,2,0,0,0
"volstaat",0,0,7,0,0,0,1,0,3,0,5,0,0,0
"feiten",0,0,6,0,2,0,1,0,2,0,6,0,4,0
"bestraffen",0,0,6,0,5,0,2,0,3,0,5,0,1,0
"interventies",0,0,6,0,1,0,4,0,5,0,4,0,0,0
"overlast",1,0,6,0,5,0,0,0,4,0,4,0,0,0
"persoonlijk",1,0,5,0,4,0,4,0,3,0,6,0,0,0
"bereiden",2,0,7,0,3,0,0,0,2,0,5,0,0,0
"geografische",3,0,6,0,6,0,1,0,0,0,3,0,0,0
"idee",2,0,7,0,2,0,0,0,5,0,3,0,0,0
"arme",0,0,6,0,0,0,0,0,6,0,3,0,0,0
"hulpmiddelen",4,0,4,0,0,0,0,0,0,0,7,0,0,0
"toegankelijker",2,0,8,0,2,0,0,0,0,0,3,0,0,0
"allochtone",0,0,3,0,0,0,0,0,8,0,2,0,0,0
"reiziger",2,0,8,0,0,0,0,0,0,0,3,0,0,0
"aanvaarden",0,0,3,0,2,0,0,0,7,0,5,0,1,0
"doeltreffend",3,0,7,0,5,0,0,0,0,0,2,0,1,0
"ernstig",1,0,5,0,2,0,0,0,3,0,7,0,0,0
"gedrang",1,0,8,0,3,0,1,0,2,0,3,0,0,0
"gelukkig",0,0,3,0,0,0,0,0,0,0,8,0,0,0
"kinderbijslagen",0,0,3,0,0,0,0,0,8,0,0,0,0,0
"parkings",0,0,8,0,0,0,0,0,0,0,3,0,0,0
"pers",0,0,8,0,0,0,0,0,0,0,3,0,0,0
"bezig",0,0,8,0,3,0,1,0,1,0,3,0,1,0
"slagkracht",1,0,7,0,5,0,0,0,1,0,3,0,0,0
"verantwoorde",1,0,7,0,1,0,0,0,0,0,5,0,3,0
"verspilling",1,0,7,0,1,0,0,0,3,0,5,0,0,0
"advocaten",0,0,7,0,0,0,0,0,5,0,2,0,0,0
"begeleiders",0,0,7,0,0,0,0,0,2,0,5,0,0,0
"dwingende",0,0,2,0,0,0,1,0,3,0,8,0,0,0
"genezen",1,0,8,0,3,0,0,0,0,0,2,0,0,0
"geregeld",1,0,8,0,3,0,0,0,0,0,2,0,0,0
"knelpuntberoepen",1,0,8,0,3,0,0,0,0,0,2,0,0,0
"maakindustrie",2,0,7,0,0,0,5,0,0,0,0,0,0,0
"proeven",0,0,5,0,2,0,0,0,0,0,7,0,0,0
"verdwijnt",0,0,8,0,2,0,0,0,1,0,3,0,0,0
"verzekeringen",0,0,3,0,1,0,0,0,2,0,8,0,0,0
"zekere",0,0,7,0,0,0,0,0,5,0,2,0,0,0
"pedagogisch",0,0,4,0,1,0,0,0,0,0,7,0,4,0
"voortrekkersrol",0,0,6,0,0,0,3,0,0,0,6,0,1,0
"beleggen",0,0,8,0,0,0,0,0,3,0,1,0,0,0
"schaarste",3,0,8,0,0,0,0,0,0,0,0,0,1,0
"vandaar",0,0,5,0,0,0,0,0,7,0,0,0,0,0
"verankerde",1,0,8,0,0,0,0,0,0,0,3,0,0,0
"geleverd",0,0,7,0,3,0,1,0,2,0,5,0,1,0
"ondertussen",2,0,5,0,1,0,0,0,7,0,3,0,1,0
"geïnterneerden",0,0,5,0,1,0,0,0,0,0,7,0,2,0
"organiseert",1,0,7,0,0,0,0,0,2,0,5,0,0,0
"basiseducatie",1,0,8,0,0,0,0,0,1,0,3,0,0,0
"belofte",0,0,5,0,0,0,0,0,1,0,7,0,0,0
"bestemming",1,0,7,0,0,0,0,0,0,0,5,0,0,0
"eist",0,0,8,0,0,0,0,0,3,0,1,0,1,0
"nabij",1,0,8,0,0,0,0,0,1,0,3,0,0,0
"naleven",0,0,8,0,1,0,3,0,0,0,1,0,0,0
"nietbegeleide",0,0,7,0,0,0,0,0,1,0,5,0,0,0
"plaatst",0,0,1,0,1,0,0,0,3,0,8,0,0,0
"schuldhulpverlening",0,0,7,0,0,0,0,0,1,0,5,0,0,0
"verscheidenheid",0,0,8,0,1,0,0,0,0,0,3,0,1,0
"versnelde",1,0,8,0,0,0,0,0,0,0,3,0,1,0
"overheidsdiensten",4,0,3,0,4,0,1,0,5,0,6,0,1,0
"bewijzen",0,0,7,0,3,0,0,0,3,0,4,0,0,0
"discussie",0,0,7,0,2,0,0,0,2,0,5,0,1,0
"gemeentelijk",0,0,7,0,3,0,0,0,3,0,4,0,0,0
"gezondheidsbeleid",2,0,7,0,2,0,0,0,1,0,5,0,0,0
"naarmate",2,0,8,0,1,0,2,0,1,0,3,0,0,0
"opslag",1,0,8,0,1,0,3,0,2,0,2,0,0,0
"weggewerkt",0,0,7,0,2,0,2,0,1,0,5,0,0,0
"bindend",1,0,8,0,1,0,0,0,1,0,3,0,0,0
"bronnen",1,0,8,0,1,0,1,0,3,0,0,0,0,0
"deed",0,0,5,0,1,0,0,0,7,0,1,0,0,0
"domein",0,0,7,0,1,0,0,0,1,0,5,0,0,0
"dynamisch",7,0,1,0,1,0,0,0,0,0,5,0,0,0
"implementatie",0,0,8,0,2,0,2,0,0,0,2,0,0,0
"rapport",1,0,8,0,1,0,0,0,1,0,3,0,0,0
"vervangt",0,0,8,0,3,0,1,0,1,0,1,0,0,0
"volwassenenonderwijs",2,0,8,0,0,0,0,0,2,0,2,0,0,0
"ontbreekt",0,0,7,0,5,0,0,0,1,0,2,0,1,0
"openheid",0,0,6,0,2,0,0,0,0,0,6,0,2,0
"trouwens",0,0,6,0,2,0,0,0,0,0,6,0,2,0
"uitsluitend",1,0,7,0,1,0,0,0,2,0,5,0,0,0
"beginnen",0,0,3,0,2,0,2,0,6,0,6,0,2,0
"eeuw",3,0,6,0,0,0,2,0,2,0,6,0,2,0
"garant",1,0,4,0,2,0,0,0,4,0,7,0,1,0
"volstaan",2,0,5,0,2,0,0,0,2,0,7,0,1,0
"aankopen",1,0,5,0,1,0,1,0,0,0,7,0,0,0
"energiesector",0,0,6,0,0,0,1,0,6,0,2,0,0,0
"gepensioneerde",2,0,6,0,0,0,1,0,6,0,0,0,0,0
"intensief",1,0,7,0,1,0,1,0,0,0,5,0,0,0
"levensbeschouwelijke",0,0,6,0,0,0,1,0,2,0,6,0,0,0
"mondiale",2,0,6,0,0,0,0,0,0,0,6,0,1,0
"overgeheveld",0,0,6,0,2,0,0,0,1,0,6,0,0,0
"vernieuwd",6,0,6,0,1,0,0,0,0,0,2,0,0,0
"overheidsuitgaven",0,0,0,0,8,0,1,0,2,0,2,0,0,0
"rva",0,0,2,0,2,0,0,0,8,0,1,0,0,0
"verenigd",1,0,8,0,2,0,0,0,2,0,0,0,0,0
"wenden",0,0,2,0,2,0,0,0,1,0,8,0,0,0
"bijhorende",0,0,6,0,1,0,0,0,0,0,6,0,0,0
"efficiëntere",0,0,6,0,1,0,0,0,0,0,6,0,0,0
"boetes",0,0,6,0,2,0,0,0,6,0,2,0,2,0
"vergen",3,0,7,0,3,0,1,0,0,0,4,0,0,0
"belemmeringen",0,0,8,0,0,0,0,0,0,0,2,0,0,0
"caws",0,0,8,0,0,0,0,0,2,0,0,0,0,0
"formeel",0,0,8,0,0,0,0,0,0,0,2,0,0,0
"opengesteld",0,0,8,0,0,0,0,0,0,0,2,0,0,0
"pleinen",0,0,8,0,0,0,0,0,0,0,2,0,0,0
"prestatie",0,0,8,0,0,0,0,0,2,0,0,0,0,0
"voorspelbaar",0,0,8,0,0,0,0,0,0,0,2,0,0,0
"wettig",0,0,8,0,0,0,0,0,0,0,2,0,0,0
"zuivere",0,0,8,0,0,0,0,0,0,0,2,0,0,0
"federaties",0,0,8,0,1,0,0,0,0,0,2,0,0,0
"gewassen",0,0,8,0,0,0,0,0,1,0,2,0,0,0
"investeringsprojecten",8,0,1,0,2,0,0,0,0,0,0,0,0,0
"loop",0,0,8,0,0,0,0,0,2,0,1,0,0,0
"milieunormen",0,0,8,0,0,0,0,0,1,0,2,0,0,0
"opgezet",0,0,8,0,0,0,0,0,2,0,1,0,0,0
"planten",0,0,8,0,2,0,0,0,0,0,1,0,0,0
"treft",0,0,1,0,0,0,0,0,8,0,2,0,0,0
"warmtenetten",0,0,8,0,1,0,0,0,0,0,2,0,0,0
"buitengewoon",1,0,5,0,2,0,1,0,1,0,7,0,0,0
"doorgevoerd",1,0,8,0,1,0,1,0,3,0,1,0,2,0
"dringende",0,0,6,0,4,0,0,0,2,0,5,0,0,0
"kernenergie",0,0,8,0,2,0,1,0,2,0,2,0,2,0
"bedrijfsvoorheffing",1,0,6,0,0,0,0,0,1,0,6,0,0,0
"kansarme",1,0,8,0,2,0,0,0,1,0,2,0,0,0
"management",0,0,6,0,6,0,0,0,0,0,1,0,1,0
"zicht",4,0,7,0,0,0,0,0,0,0,3,0,0,0
"inkomensgarantie",1,0,6,0,0,0,1,0,2,0,6,0,0,0
"scholenbouw",2,0,7,0,0,0,3,0,4,0,0,0,0,0
"uiteenlopende",1,0,6,0,2,0,1,0,0,0,6,0,0,0
"slaan",0,0,4,0,0,0,1,0,6,0,5,0,0,0
"toestand",0,0,6,0,0,0,0,0,5,0,4,0,1,0
"almaar",1,0,1,0,2,0,0,0,8,0,0,0,0,0
"decreten",0,0,8,0,1,0,0,0,0,0,2,0,1,0
"factor",1,0,8,0,1,0,0,0,0,0,2,0,0,0
"geïmplementeerd",0,0,8,0,0,0,1,0,1,0,2,0,0,0
"gevolge",1,0,8,0,0,0,0,0,0,0,2,0,1,0
"inschakelingsuitkering",0,0,0,0,2,0,1,0,8,0,1,0,0,0
"onderwijskansen",1,0,8,0,0,0,0,0,0,0,2,0,1,0
"overeen",1,0,8,0,0,0,0,0,2,0,1,0,0,0
"zwaarder",0,0,8,0,0,0,1,0,2,0,1,0,0,0
"dienstencheques",5,0,3,0,2,0,4,0,2,0,6,0,0,0
"schouders",1,0,5,0,3,0,0,0,6,0,4,0,1,0
"vermindert",2,0,5,0,3,0,0,0,5,0,5,0,0,0
"activajob",0,0,0,0,0,0,8,0,0,0,0,0,0,0
"afgelegde",0,0,8,0,0,0,0,0,0,0,0,0,0,0
"arbeidsongeval",0,0,8,0,0,0,0,0,0,0,0,0,0,0
"dienstencentrum",0,0,8,0,0,0,0,0,0,0,0,0,0,0
"financi<cb>le",0,0,8,0,0,0,0,0,0,0,0,0,0,0
"geluidsoverlast",0,0,8,0,0,0,0,0,0,0,0,0,0,0
"groeiplan",0,0,0,0,0,0,8,0,0,0,0,0,0,0
"hormoonverstorende",0,0,8,0,0,0,0,0,0,0,0,0,0,0
"interestaftrekken",0,0,8,0,0,0,0,0,0,0,0,0,0,0
"klimaatontheemden",0,0,8,0,0,0,0,0,0,0,0,0,0,0
"loonverschillen",0,0,0,0,0,0,0,0,8,0,0,0,0,0
"nevenproducten",0,0,8,0,0,0,0,0,0,0,0,0,0,0
"openstaande",0,0,8,0,0,0,0,0,0,0,0,0,0,0
"pensioensplit",0,0,8,0,0,0,0,0,0,0,0,0,0,0
"recreatieve",0,0,8,0,0,0,0,0,0,0,0,0,0,0
"sociaaldemocratische",0,0,0,0,0,0,0,0,0,0,8,0,0,0
"teelt",0,0,8,0,0,0,0,0,0,0,0,0,0,0
"voorzorgsprincipe",0,0,8,0,0,0,0,0,0,0,0,0,0,0
"vscb",0,0,0,0,0,0,0,0,8,0,0,0,0,0
"zand",0,0,8,0,0,0,0,0,0,0,0,0,0,0
"verschuiven",4,0,4,0,4,0,0,0,1,0,6,0,0,0
"artiesten",0,0,8,0,0,0,0,0,0,0,1,0,0,0
"beeldende",0,0,8,0,0,0,0,0,0,0,1,0,0,0
"belfius",0,0,8,0,0,0,0,0,1,0,0,0,0,0
"bijdrages",1,0,8,0,0,0,0,0,0,0,0,0,0,0
"duizend",0,0,0,0,1,0,0,0,8,0,0,0,0,0
"fietssnelwegen",0,0,8,0,0,0,0,0,0,0,1,0,0,0
"humanitair",0,0,8,0,0,0,0,0,0,0,1,0,0,0
"ierland",0,0,1,0,0,0,0,0,8,0,0,0,0,0
"interculturalisering",0,0,8,0,0,0,0,0,0,0,1,0,0,0
"intrafamiliaal",0,0,8,0,0,0,0,0,0,0,1,0,0,0
"intrestvoet",0,0,8,0,0,0,0,0,1,0,0,0,0,0
"israël",0,0,8,0,0,0,0,0,0,0,1,0,0,0
"leraar",1,0,0,0,0,0,0,0,0,0,8,0,0,0
"meldingsplicht",0,0,8,0,1,0,0,0,0,0,0,0,0,0
"opmaken",0,0,8,0,0,0,0,0,0,0,1,0,0,0
"opsplitsing",0,0,1,0,0,0,0,0,8,0,0,0,0,0
"pilootprojecten",1,0,8,0,0,0,0,0,0,0,0,0,0,0
"spaargelden",1,0,8,0,0,0,0,0,0,0,0,0,0,0
"striktere",0,0,8,0,1,0,0,0,0,0,0,0,0,0
"taalbeleid",0,0,8,0,1,0,0,0,0,0,0,0,0,0
"trusts",0,0,8,0,0,0,0,0,0,0,1,0,0,0
"uitvoeringsplannen",0,0,8,0,0,0,0,0,0,0,1,0,0,0
"verdichten",0,0,8,0,0,0,0,0,0,0,1,0,0,0
"vlees",0,0,8,0,0,0,0,0,1,0,0,0,0,0
"voorschotten",0,0,1,0,0,0,0,0,0,0,8,0,0,0
"beleidsdomein",0,0,3,0,4,0,1,0,0,0,7,0,0,0
"bonussen",0,0,4,0,0,0,1,0,3,0,7,0,0,0
"erkent",0,0,7,0,0,0,1,0,3,0,4,0,0,0
"evident",0,0,4,0,3,0,0,0,1,0,7,0,0,0
"investeringsbeleid",1,0,7,0,3,0,0,0,0,0,4,0,0,0
"leert",1,0,8,0,2,0,1,0,1,0,2,0,0,0
"billijk",1,0,8,0,1,0,1,0,0,0,2,0,0,0
"geïnformeerd",0,0,2,0,1,0,1,0,0,0,8,0,1,0
"loonkost",1,0,0,0,0,0,1,0,1,0,8,0,2,0
"werkelijke",0,0,8,0,1,0,0,0,2,0,1,0,1,0
"begrotingen",5,0,1,0,0,0,0,0,6,0,4,0,2,0
"gedragen",1,0,6,0,6,0,2,0,0,0,2,0,1,0
"uitoefenen",2,0,4,0,7,0,0,0,0,0,3,0,2,0
"beleidsplan",0,0,8,0,0,0,0,0,1,0,1,0,0,0
"burgemeesters",1,0,8,0,0,0,0,0,0,0,1,0,0,0
"complexiteit",0,0,1,0,1,0,0,0,0,0,8,0,0,0
"equivalent",0,0,8,0,0,0,0,0,1,0,1,0,0,0
"fietsinfrastructuur",1,0,8,0,1,0,0,0,0,0,0,0,0,0
"gedetineerde",0,0,8,0,1,0,0,0,0,0,1,0,0,0
"hoogwaardig",0,0,8,0,1,0,0,0,0,0,1,0,0,0
"landelijke",0,0,8,0,0,0,0,0,0,0,1,0,1,0
"subsidie",0,0,8,0,0,0,1,0,1,0,0,0,0,0
"voorlopers",1,0,8,0,0,0,0,0,0,0,1,0,0,0
"aangezien",1,0,5,0,4,0,0,0,1,0,6,0,0,0
"masterplan",4,0,6,0,5,0,0,0,1,0,1,0,0,0
"toegevoegde",1,0,1,0,4,0,5,0,0,0,6,0,0,0
"verwachtingen",2,0,5,0,5,0,0,0,0,0,5,0,0,0
"kleuteronderwijs",1,0,8,0,0,0,0,0,1,0,1,0,0,0
"omtrent",0,0,8,0,0,0,1,0,0,0,1,0,1,0
"revolutie",0,0,1,0,1,0,0,0,8,0,1,0,0,0
"voorgesteld",0,0,8,0,1,0,0,0,1,0,1,0,0,0
"welzijnssector",1,0,8,0,1,0,1,0,0,0,0,0,0,0
"hedendaagse",0,0,4,0,3,0,1,0,0,0,7,0,1,0
"oplegt",0,0,6,0,1,0,1,0,6,0,1,0,1,0
"uitzondering",1,0,6,0,0,0,1,0,1,0,6,0,1,0
"eenzelfde",1,0,6,0,4,0,2,0,4,0,4,0,0,0
"verhaal",4,0,4,0,6,0,2,0,1,0,4,0,0,0
"vrijwaren",5,0,5,0,3,0,0,0,2,0,5,0,1,0
"universele",1,0,5,0,3,0,4,0,4,0,5,0,0,0
"overtuiging",1,0,2,0,3,0,4,0,2,0,7,0,0,0
"doorbreken",1,0,6,0,2,0,1,0,2,0,6,0,1,0
"overbodig",0,0,7,0,2,0,0,0,2,0,4,0,0,0
"basisrecht",0,0,7,0,0,0,0,0,2,0,4,0,0,0
"bruggen",2,0,7,0,0,0,0,0,0,0,4,0,0,0
"kwaliteitsnormen",2,0,7,0,0,0,0,0,0,0,4,0,0,0
"ontvangt",0,0,4,0,2,0,0,0,0,0,7,0,0,0
"onderuit",3,0,5,0,3,0,0,0,1,0,6,0,0,0
"platteland",2,0,7,0,4,0,3,0,0,0,1,0,1,0
"uiteindelijk",3,0,7,0,1,0,0,0,4,0,1,0,2,0
"diplomas",0,0,4,0,0,0,0,0,0,0,7,0,0,0
"disciplines",0,0,7,0,0,0,0,0,0,0,4,0,0,0
"gezondheidsrisicos",0,0,7,0,0,0,0,0,0,0,4,0,0,0
"link",0,0,4,0,0,0,0,0,0,0,7,0,0,0
"visserij",0,0,7,0,4,0,0,0,0,0,0,0,0,0
"achteruit",0,0,4,0,3,0,0,0,4,0,6,0,0,0
"hetzij",2,0,4,0,2,0,0,0,0,0,7,0,2,0
"senioren",3,0,7,0,4,0,1,0,1,0,1,0,0,0
"autonome",0,0,7,0,2,0,1,0,0,0,4,0,0,0
"multilaterale",0,0,7,0,1,0,2,0,0,0,4,0,0,0
"nieuwbouw",1,0,7,0,4,0,2,0,0,0,0,0,0,0
"regelmatige",0,0,7,0,0,0,2,0,0,0,4,0,1,0
"versnipperd",0,0,7,0,4,0,0,0,0,0,2,0,1,0
"weigeren",0,0,7,0,2,0,0,0,1,0,4,0,0,0
"bestuurskracht",0,0,3,0,5,0,2,0,0,0,6,0,0,0
"bourgeois",0,0,0,0,7,0,0,0,4,0,0,0,1,0
"buurten",0,0,7,0,0,0,0,0,1,0,4,0,0,0
"momenten",0,0,7,0,0,0,0,0,1,0,4,0,0,0
"opgroeien",1,0,4,0,0,0,0,0,0,0,7,0,0,0
"stemrecht",0,0,7,0,4,0,1,0,0,0,0,0,0,0
"stress",0,0,7,0,0,0,0,0,4,0,1,0,0,0
"trend",0,0,7,0,0,0,0,0,1,0,4,0,0,0
"welk",3,0,7,0,3,0,1,0,3,0,3,0,1,0
"dekken",0,0,5,0,1,0,0,0,3,0,6,0,0,0
"teams",2,0,4,0,1,0,1,0,0,0,7,0,0,0
"industrieel",7,0,4,0,1,0,0,0,0,0,1,0,0,0
"kampen",0,0,7,0,1,0,0,0,0,0,4,0,1,0
"bejaarden",3,0,5,0,0,0,1,0,6,0,2,0,0,0
"nut",0,0,5,0,2,0,0,0,6,0,3,0,1,0
"ruime",0,0,7,0,3,0,0,0,2,0,3,0,2,0
"vergroot",3,0,5,0,0,0,0,0,2,0,6,0,1,0
"zowat",0,0,3,0,5,0,0,0,6,0,1,0,2,0
"adviezen",3,0,7,0,3,0,0,0,0,0,1,0,0,0
"beoordeling",0,0,7,0,3,0,1,0,0,0,3,0,0,0
"peil",3,0,7,0,0,0,1,0,0,0,3,0,0,0
"twintig",0,0,4,0,1,0,1,0,7,0,1,0,0,0
"vreemdeling",0,0,3,0,7,0,0,0,0,0,3,0,1,0
"klimaatdoelstellingen",3,0,6,0,1,0,1,0,0,0,5,0,0,0
"omslag",1,0,7,0,4,0,1,0,2,0,1,0,0,0
"roerende",1,0,6,0,0,0,5,0,3,0,1,0,0,0
"tempo",0,0,6,0,4,0,0,0,4,0,2,0,0,0
"toeslag",1,0,4,0,2,0,1,0,0,0,7,0,1,0
"oeso",5,0,3,0,5,0,1,0,3,0,4,0,0,0
"netto",3,0,6,0,4,0,1,0,4,0,2,0,0,0
"aangemoedigd",3,0,6,0,3,0,4,0,4,0,2,0,1,0
"arbeidsomstandigheden",1,0,1,0,1,0,1,0,7,0,4,0,0,0
"bevordert",3,0,7,0,0,0,0,0,1,0,3,0,1,0
"bewaren",0,0,6,0,5,0,0,0,2,0,2,0,0,0
"geplaatst",0,0,6,0,1,0,0,0,4,0,4,0,0,0
"oefenen",1,0,4,0,6,0,0,0,0,0,4,0,0,0
"professioneel",1,0,1,0,3,0,3,0,0,0,7,0,0,0
"treffen",1,0,4,0,0,0,0,0,6,0,4,0,0,0
"arbeidsmarktbeleid",5,0,6,0,3,0,1,0,1,0,2,0,0,0
"bereikbaarheid",4,0,4,0,2,0,0,0,1,0,6,0,0,0
"kenniscentrum",2,0,4,0,0,0,0,0,4,0,6,0,1,0
"ring",4,0,6,0,0,0,0,0,4,0,1,0,2,0
"journalistiek",0,0,5,0,0,0,0,0,0,0,6,0,0,0
"vermogensfiscaliteit",0,0,5,0,0,0,0,0,0,0,6,0,0,0
"bedrijfswereld",0,0,5,0,0,0,2,0,1,0,6,0,0,0
