"word","cdv.txt","cdv.txt.zip","groen.txt","groen.txt.zip","nva.txt","nva.txt.zip","openvld.txt","openvld.txt.zip","pvda.txt","pvda.txt.zip","spa.txt","spa.txt.zip","vlaamsbelang.txt","vlaamsbelang.txt.zip"
"attesten",0,0,1,0,1,0,0,0,0,0,4,0,0,0
"bedreigde",0,0,4,0,1,0,0,0,0,0,1,0,0,0
"begaan",0,0,4,0,0,0,0,0,1,0,1,0,0,0
"belastingkrediet",1,0,4,0,0,0,0,0,0,0,1,0,0,0
"beleidsvoorstellen",0,0,4,0,1,0,0,0,0,0,1,0,0,0
"beloning",0,0,4,0,0,0,0,0,1,0,1,0,0,0
"bepaling",0,0,4,0,1,0,0,0,0,0,1,0,0,0
"bespreekbaar",0,0,4,0,0,0,0,0,1,0,1,0,0,0
"bewaard",0,0,4,0,0,0,0,0,1,0,1,0,0,0
"bezuinigingen",0,0,1,0,0,0,1,0,4,0,0,0,0,0
"certificaat",0,0,4,0,0,0,0,0,1,0,1,0,0,0
"certificaten",0,0,1,0,0,0,1,0,4,0,0,0,0,0
"clausules",1,0,4,0,0,0,0,0,0,0,1,0,0,0
"condities",0,0,4,0,0,0,0,0,0,0,1,0,1,0
"controleert",0,0,4,0,1,0,0,0,0,0,1,0,0,0
"creg",0,0,4,0,1,0,0,0,1,0,0,0,0,0
"daaraan",0,0,4,0,0,0,1,0,0,0,0,0,1,0
"debatten",1,0,4,0,0,0,0,0,0,0,1,0,0,0
"december",1,0,0,0,0,0,0,0,4,0,0,0,1,0
"dichtste",1,0,1,0,0,0,0,0,0,0,4,0,0,0
"diensteneconomie",1,0,4,0,1,0,0,0,0,0,0,0,0,0
"doordachte",0,0,4,0,1,0,0,0,0,0,1,0,0,0
"dromen",0,0,0,0,0,0,0,0,1,0,4,0,1,0
"erdoor",1,0,1,0,0,0,0,0,4,0,0,0,0,0
"evenredig",0,0,4,0,1,0,0,0,0,0,1,0,0,0
"falende",0,0,0,0,0,0,0,0,1,0,4,0,1,0
"functionerende",1,0,0,0,4,0,0,0,0,0,1,0,0,0
"gedifferentieerd",0,0,4,0,0,0,1,0,0,0,1,0,0,0
"gehandicapten",0,0,1,0,0,0,0,0,4,0,1,0,0,0
"gekende",0,0,4,0,0,0,0,0,1,0,1,0,0,0
"geresponsabiliseerd",0,0,0,0,1,0,1,0,0,0,4,0,0,0
"gevoed",0,0,4,0,1,0,0,0,1,0,0,0,0,0
"geweigerd",0,0,4,0,0,0,1,0,0,0,1,0,0,0
"haltes",1,0,4,0,0,0,0,0,0,0,1,0,0,0
"handvest",0,0,1,0,1,0,0,0,4,0,0,0,0,0
"herkenbaar",0,0,4,0,1,0,0,0,0,0,1,0,0,0
"hetgeen",0,0,1,0,0,0,1,0,0,0,4,0,0,0
"huishoudelijk",0,0,1,0,0,0,0,0,1,0,4,0,0,0
"huishouden",1,0,4,0,0,0,0,0,1,0,0,0,0,0
"huurpremie",1,0,4,0,0,0,1,0,0,0,0,0,0,0
"ideologische",0,0,0,0,0,0,0,0,4,0,1,0,1,0
"inhaaloperatie",0,0,4,0,0,0,0,0,0,0,1,0,1,0
"inschaling",1,0,4,0,0,0,0,0,0,0,1,0,0,0
"inspeelt",0,0,4,0,0,0,1,0,0,0,1,0,0,0
"intercommunale",0,0,0,0,1,0,0,0,1,0,4,0,0,0
"inzetbaarheid",0,0,4,0,1,0,0,0,0,0,1,0,0,0
"inzetbare",0,0,4,0,0,0,0,0,0,0,1,0,1,0
"kandidaat",1,0,4,0,1,0,0,0,0,0,0,0,0,0
"koolstofarme",0,0,4,0,0,0,0,0,1,0,1,0,0,0
"kordate",0,0,0,0,0,0,1,0,0,0,4,0,1,0
"kun",0,0,0,0,0,0,1,0,1,0,4,0,0,0
"kunstendecreet",0,0,4,0,1,0,0,0,0,0,1,0,0,0
"leidende",0,0,4,0,1,0,0,0,0,0,1,0,0,0
"liep",0,0,4,0,0,0,0,0,1,0,1,0,0,0
"lijsten",0,0,1,0,1,0,0,0,0,0,4,0,0,0
"machtig",0,0,4,0,1,0,0,0,1,0,0,0,0,0
"meertaligheid",0,0,4,0,0,0,0,0,1,0,1,0,0,0
"neerwaartse",0,0,1,0,1,0,0,0,4,0,0,0,0,0
"netbeheerders",1,0,1,0,0,0,4,0,0,0,0,0,0,0
"omvangrijk",0,0,4,0,1,0,0,0,0,0,1,0,0,0
"onderwijssysteem",0,0,4,0,0,0,1,0,1,0,0,0,0,0
"onduidelijk",0,0,4,0,0,0,0,0,0,0,1,0,1,0
"oneigenlijk",0,0,1,0,4,0,0,0,0,0,1,0,0,0
"onmenselijk",0,0,4,0,0,0,0,0,1,0,1,0,0,0
"onvermijdelijk",1,0,0,0,0,0,0,0,1,0,4,0,0,0
"opgedrongen",0,0,1,0,0,0,0,0,4,0,1,0,0,0
"opties",1,0,0,0,1,0,0,0,0,0,4,0,0,0
"overwegen",1,0,4,0,0,0,0,0,0,0,1,0,0,0
"participatiemaatschappij",1,0,4,0,0,0,0,0,0,0,1,0,0,0
"partnerschap",0,0,1,0,1,0,0,0,0,0,4,0,0,0
"pensionering",0,0,4,0,1,0,0,0,0,0,1,0,0,0
"permitteren",0,0,1,0,0,0,0,0,1,0,4,0,0,0
"prijsstijgingen",0,0,1,0,0,0,0,0,4,0,1,0,0,0
"probeert",0,0,4,0,1,0,0,0,1,0,0,0,0,0
"redenering",0,0,0,0,0,0,1,0,4,0,1,0,0,0
"rekenhof",0,0,4,0,1,0,0,0,1,0,0,0,0,0
"repressief",0,0,4,0,0,0,0,0,1,0,1,0,0,0
"ritme",0,0,1,0,0,0,0,0,4,0,1,0,0,0
"robuust",1,0,4,0,1,0,0,0,0,0,0,0,0,0
"september",0,0,1,0,1,0,0,0,4,0,0,0,0,0
"snijden",1,0,4,0,0,0,0,0,1,0,0,0,0,0
"speciaal",0,0,4,0,0,0,0,0,1,0,1,0,0,0
"strafhof",0,0,4,0,1,0,0,0,0,0,1,0,0,0
"taalachterstand",0,0,4,0,1,0,0,0,0,0,1,0,0,0
"theater",0,0,4,0,0,0,1,0,0,0,1,0,0,0
"tijdswinst",1,0,1,0,0,0,0,0,0,0,4,0,0,0
"toekomstvisie",1,0,4,0,1,0,0,0,0,0,0,0,0,0
"totaalaanpak",0,0,1,0,1,0,4,0,0,0,0,0,0,0
"tweeverdieners",1,0,0,0,4,0,0,0,1,0,0,0,0,0
"uitzendarbeid",0,0,1,0,0,0,0,0,4,0,0,0,1,0
"verdwenen",0,0,1,0,0,0,1,0,4,0,0,0,0,0
"verf",0,0,4,0,1,0,0,0,0,0,1,0,0,0
"vermeld",0,0,4,0,0,0,0,0,0,0,1,0,1,0
"verpakking",0,0,4,0,0,0,0,0,1,0,1,0,0,0
"verruimd",1,0,4,0,0,0,0,0,0,0,1,0,0,0
"verwerpt",0,0,4,0,0,0,0,0,1,0,0,0,1,0
"verwitting",1,0,4,0,0,0,0,0,0,0,1,0,0,0
"visies",0,0,0,0,4,0,0,0,0,0,1,0,1,0
"volstrekt",0,0,4,0,0,0,0,0,1,0,1,0,0,0
"voorwaardelijke",0,0,4,0,1,0,0,0,0,0,1,0,0,0
"waterzuivering",0,0,4,0,1,0,0,0,0,0,1,0,0,0
"werkstraffen",0,0,4,0,0,0,0,0,0,0,1,0,1,0
"winkels",0,0,0,0,0,0,1,0,0,0,4,0,1,0
"woongelegenheden",1,0,4,0,0,0,0,0,1,0,0,0,0,0
"zijnde",1,0,4,0,1,0,0,0,0,0,0,0,0,0
"zogenaamd",1,0,4,0,0,0,0,0,0,0,0,0,1,0
"zorgbudget",1,0,0,0,0,0,4,0,0,0,1,0,0,0
"zorgkwaliteit",1,0,0,0,1,0,0,0,0,0,4,0,0,0
"zorgplan",1,0,1,0,0,0,0,0,0,0,4,0,0,0
"zwak",1,0,4,0,0,0,1,0,0,0,0,0,0,0
"aantrekkelijkheid",2,0,2,0,3,0,0,0,0,0,2,0,0,0
"art",3,0,2,0,0,0,2,0,0,0,2,0,0,0
"barrieres",1,0,3,0,0,0,1,0,1,0,3,0,0,0
"bedreiging",0,0,4,0,1,0,1,0,1,0,1,0,1,0
"bespreken",3,0,3,0,1,0,0,0,1,0,1,0,0,0
"cameras",0,0,3,0,0,0,1,0,1,0,3,0,1,0
"doordacht",2,0,2,0,2,0,0,0,0,0,3,0,0,0
"gecompenseerd",0,0,3,0,3,0,0,0,1,0,1,0,1,0
"gelijkwaardige",0,0,2,0,0,0,2,0,2,0,3,0,0,0
"hechten",0,0,4,0,1,0,1,0,1,0,1,0,1,0
"ijzeren",2,0,2,0,0,0,0,0,3,0,0,0,2,0
"lid",0,0,3,0,1,0,0,0,1,0,3,0,1,0
"metro",1,0,3,0,0,0,1,0,1,0,0,0,3,0
"negen",0,0,0,0,3,0,1,0,3,0,1,0,1,0
"nogmaals",0,0,2,0,0,0,0,0,2,0,3,0,2,0
"origine",0,0,1,0,1,0,1,0,3,0,3,0,0,0
"schrijft",0,0,3,0,2,0,0,0,2,0,2,0,0,0
"stadium",1,0,3,0,1,0,1,0,0,0,3,0,0,0
"verzwakt",0,0,3,0,1,0,0,0,3,0,1,0,1,0
"aangaande",0,0,4,0,0,0,0,0,0,0,0,0,1,0
"aansporen",0,0,4,0,1,0,0,0,0,0,0,0,0,0
"aanvankelijk",0,0,4,0,1,0,0,0,0,0,0,0,0,0
"aanwas",0,0,4,0,0,0,0,0,1,0,0,0,0,0
"activa",0,0,4,0,0,0,0,0,1,0,0,0,0,0
"afgevoerd",0,0,4,0,0,0,0,0,1,0,0,0,0,0
"aftrekposten",0,0,0,0,1,0,0,0,4,0,0,0,0,0
"anonieme",0,0,4,0,0,0,1,0,0,0,0,0,0,0
"arbeidskaarten",0,0,4,0,1,0,0,0,0,0,0,0,0,0
"arbeidsproductiviteit",0,0,0,0,0,0,0,0,4,0,1,0,0,0
"auditieve",0,0,1,0,0,0,0,0,0,0,4,0,0,0
"bankentoezicht",0,0,0,0,1,0,0,0,0,0,4,0,0,0
"bazel",0,0,0,0,0,0,0,0,1,0,4,0,0,0
"beconcurreren",0,0,4,0,0,0,0,0,0,0,1,0,0,0
"beheers",0,0,4,0,0,0,0,0,1,0,0,0,0,0
"behoorlijke",0,0,4,0,0,0,0,0,0,0,1,0,0,0
"bejaarde",0,0,4,0,0,0,0,0,1,0,0,0,0,0
"belastbare",0,0,4,0,0,0,0,0,0,0,1,0,0,0
"belastingheffing",0,0,4,0,0,0,0,0,1,0,0,0,0,0
"beleggingsproducten",0,0,4,0,0,0,0,0,1,0,0,0,0,0
"beroepsprocedure",0,0,4,0,1,0,0,0,0,0,0,0,0,0
"bestuursmandaten",0,0,0,0,0,0,0,0,1,0,4,0,0,0
"bevorderd",0,0,4,0,0,0,0,0,1,0,0,0,0,0
"bevrijdende",0,0,4,0,0,0,1,0,0,0,0,0,0,0
"blazen",0,0,4,0,0,0,0,0,0,0,1,0,0,0
"ceo",0,0,1,0,0,0,0,0,4,0,0,0,0,0
"circus",0,0,4,0,0,0,0,0,0,0,1,0,0,0
"conferentie",0,0,4,0,1,0,0,0,0,0,0,0,0,0
"consumptiegoederen",1,0,4,0,0,0,0,0,0,0,0,0,0,0
"continue",1,0,0,0,0,0,0,0,0,0,4,0,0,0
"cultuurcentra",0,0,4,0,0,0,0,0,0,0,1,0,0,0
"dienstencheque",1,0,0,0,0,0,0,0,0,0,4,0,0,0
"dierlijke",1,0,4,0,0,0,0,0,0,0,0,0,0,0
"distributienetbeheerders",0,0,1,0,0,0,0,0,0,0,4,0,0,0
"doden",1,0,4,0,0,0,0,0,0,0,0,0,0,0
"doeleinden",0,0,4,0,0,0,0,0,0,0,1,0,0,0
"doos",0,0,4,0,0,0,0,0,1,0,0,0,0,0
"durf",0,0,1,0,0,0,0,0,0,0,4,0,0,0
"effectievere",0,0,4,0,0,0,0,0,0,0,1,0,0,0
"eigendomsverwerving",1,0,0,0,4,0,0,0,0,0,0,0,0,0
"erfgoedkluis",0,0,4,0,1,0,0,0,0,0,0,0,0,0
"expartners",0,0,4,0,0,0,0,0,0,0,1,0,0,0
"faillissementspreventie",1,0,0,0,0,0,0,0,0,0,4,0,0,0
"feesten",0,0,4,0,1,0,0,0,0,0,0,0,0,0
"fietsafstand",0,0,4,0,0,0,0,0,0,0,1,0,0,0
"financieringsbronnen",0,0,4,0,1,0,0,0,0,0,0,0,0,0
"first",1,0,4,0,0,0,0,0,0,0,0,0,0,0
"forfait",0,0,4,0,0,0,0,0,0,0,1,0,0,0
"fusies",0,0,4,0,0,0,1,0,0,0,0,0,0,0
"geactualiseerd",1,0,4,0,0,0,0,0,0,0,0,0,0,0
"gebiedsgericht",0,0,0,0,1,0,0,0,0,0,4,0,0,0
"gebouw",0,0,4,0,0,0,0,0,0,0,1,0,0,0
"geef",0,0,4,0,0,0,1,0,0,0,0,0,0,0
"gefailleerde",0,0,4,0,0,0,0,0,0,0,1,0,0,0
"gefailleerden",1,0,4,0,0,0,0,0,0,0,0,0,0,0
"gelijkstellingen",1,0,0,0,0,0,0,0,4,0,0,0,0,0
"gemeenschapswachten",0,0,4,0,0,0,0,0,0,0,1,0,0,0
"geproduceerde",0,0,1,0,0,0,0,0,4,0,0,0,0,0
"gevangene",0,0,4,0,0,0,0,0,0,0,1,0,0,0
"hardnekkigheid",0,0,4,0,0,0,0,0,0,0,1,0,0,0
"hardst",0,0,1,0,0,0,0,0,0,0,4,0,0,0
"impactanalyses",0,0,4,0,0,0,0,0,0,0,1,0,0,0
"initiatie",0,0,4,0,0,0,0,0,1,0,0,0,0,0
"inkomensgrens",0,0,1,0,0,0,0,0,0,0,4,0,0,0
"internering",0,0,4,0,0,0,0,0,0,0,1,0,0,0
"isa",0,0,4,0,0,0,0,0,0,0,1,0,0,0
"isoleren",0,0,1,0,0,0,0,0,0,0,4,0,0,0
"jarige",0,0,1,0,0,0,0,0,4,0,0,0,0,0
"jeugdorganisaties",0,0,1,0,0,0,0,0,0,0,4,0,0,0
"kanalen",0,0,4,0,1,0,0,0,0,0,0,0,0,0
"karel",0,0,1,0,0,0,0,0,4,0,0,0,0,0
"kindergeld",0,0,0,0,0,0,4,0,0,0,0,0,1,0
"kinderrechten",0,0,4,0,0,0,0,0,0,0,1,0,0,0
"klimaatonderhandelingen",0,0,4,0,0,0,0,0,0,0,1,0,0,0
"koopwaar",0,0,1,0,0,0,0,0,4,0,0,0,0,0
"koppel",0,0,4,0,0,0,0,0,0,0,1,0,0,0
"krijg",0,0,4,0,0,0,0,0,0,0,1,0,0,0
"langzaam",0,0,4,0,0,0,0,0,1,0,0,0,0,0
"ledige",0,0,1,0,0,0,0,0,0,0,0,0,4,0
"levensbeschouwingen",0,0,4,0,0,0,0,0,0,0,1,0,0,0
"levering",0,0,4,0,0,0,0,0,1,0,0,0,0,0
"liga",0,0,1,0,0,0,0,0,4,0,0,0,0,0
"lokalen",0,0,4,0,1,0,0,0,0,0,0,0,0,0
"loopbaanduur",0,0,0,0,0,0,1,0,0,0,4,0,0,0
"mali",0,0,4,0,1,0,0,0,0,0,0,0,0,0
"maximumprijzen",0,0,1,0,0,0,0,0,4,0,0,0,0,0
"mbt",0,0,4,0,0,0,0,0,0,0,1,0,0,0
"medialandschap",0,0,0,0,4,0,0,0,0,0,1,0,0,0
"mensenrechtenorganisaties",0,0,4,0,0,0,0,0,0,0,1,0,0,0
"merendeel",0,0,0,0,0,0,0,0,4,0,0,0,1,0
"milieubelastingen",4,0,1,0,0,0,0,0,0,0,0,0,0,0
"minderheidsgroepen",0,0,4,0,0,0,0,0,0,0,0,0,1,0
"minimumuitkeringen",0,0,4,0,1,0,0,0,0,0,0,0,0,0
"motoren",0,0,4,0,0,0,1,0,0,0,0,0,0,0
"naburige",0,0,1,0,0,0,0,0,0,0,4,0,0,0
"nalatenschap",0,0,0,0,1,0,0,0,0,0,4,0,0,0
"niét",4,0,0,0,0,0,0,0,1,0,0,0,0,0
"nietbelgen",0,0,4,0,0,0,0,0,1,0,0,0,0,0
"omzet",0,0,4,0,0,0,0,0,0,0,0,0,1,0
"onderfinanciering",0,0,1,0,0,0,0,0,4,0,0,0,0,0
"onderhevig",0,0,0,0,0,0,0,0,1,0,4,0,0,0
"ondernemersorganisaties",4,0,1,0,0,0,0,0,0,0,0,0,0,0
"ondertiteling",0,0,4,0,1,0,0,0,0,0,0,0,0,0
"onderwijsveld",0,0,4,0,0,0,0,0,0,0,1,0,0,0
"onduidelijke",0,0,4,0,1,0,0,0,0,0,0,0,0,0
"onkostenvergoeding",0,0,4,0,0,0,0,0,0,0,1,0,0,0
"onmenselijke",0,0,4,0,0,0,0,0,0,0,1,0,0,0
"onredelijk",0,0,4,0,0,0,1,0,0,0,0,0,0,0
"oorspronkelijk",0,0,4,0,1,0,0,0,0,0,0,0,0,0
"opeisingsrecht",0,0,4,0,1,0,0,0,0,0,0,0,0,0
"opgewaardeerd",0,0,4,0,0,0,0,0,1,0,0,0,0,0
"opkopen",0,0,4,0,1,0,0,0,0,0,0,0,0,0
"opslaan",0,0,4,0,0,0,0,0,0,0,1,0,0,0
"participatief",0,0,4,0,0,0,0,0,0,0,1,0,0,0
"pesten",0,0,0,0,0,0,0,0,1,0,4,0,0,0
"pilootproject",0,0,4,0,1,0,0,0,0,0,0,0,0,0
"pistes",0,0,4,0,0,0,0,0,0,0,1,0,0,0
"populaire",0,0,4,0,0,0,0,0,0,0,1,0,0,0
"pot",0,0,4,0,0,0,0,0,0,0,1,0,0,0
"premiestelsel",1,0,4,0,0,0,0,0,0,0,0,0,0,0
"proefperiode",0,0,0,0,0,0,0,0,4,0,0,0,1,0
"register",0,0,4,0,0,0,0,0,1,0,0,0,0,0
"richtsnoeren",0,0,4,0,0,0,0,0,1,0,0,0,0,0
"riskeert",0,0,1,0,0,0,0,0,4,0,0,0,0,0
"scheme",0,0,1,0,0,0,0,0,4,0,0,0,0,0
"schoolcarriere",0,0,4,0,0,0,0,0,0,0,1,0,0,0
"sectoraal",0,0,0,0,0,0,1,0,0,0,4,0,0,0
"sigmaplan",0,0,4,0,0,0,0,0,0,0,1,0,0,0
"signalen",0,0,4,0,0,0,0,0,0,0,1,0,0,0
"slanke",0,0,0,0,4,0,1,0,0,0,0,0,0,0
"sociaalartistieke",0,0,1,0,0,0,0,0,0,0,4,0,0,0
"speelgoed",0,0,4,0,0,0,0,0,0,0,1,0,0,0
"stadsdistributiecentra",0,0,0,0,1,0,0,0,0,0,4,0,0,0
"strafuitvoeringsrechtbanken",0,0,4,0,1,0,0,0,0,0,0,0,0,0
"stroomlijning",0,0,4,0,0,0,1,0,0,0,0,0,0,0
"subjectieve",0,0,4,0,0,0,0,0,0,0,1,0,0,0
"symptoombestrijding",0,0,4,0,1,0,0,0,0,0,0,0,0,0
"taakverdeling",0,0,4,0,0,0,0,0,0,0,1,0,0,0
"tank",0,0,4,0,0,0,0,0,1,0,0,0,0,0
"timing",0,0,4,0,0,0,0,0,0,0,1,0,0,0
"toelating",0,0,4,0,0,0,0,0,1,0,0,0,0,0
"toneel",0,0,4,0,1,0,0,0,0,0,0,0,0,0
"transfobie",0,0,4,0,0,0,0,0,0,0,1,0,0,0
"trust",0,0,4,0,1,0,0,0,0,0,0,0,0,0
"tussenpersonen",0,0,4,0,0,0,0,0,0,0,1,0,0,0
"uitgevers",0,0,4,0,0,0,0,0,0,0,1,0,0,0
"uithuiszetting",0,0,4,0,1,0,0,0,0,0,0,0,0,0
"uitspreekt",0,0,4,0,1,0,0,0,0,0,0,0,0,0
"unesco",0,0,4,0,0,0,0,0,0,0,1,0,0,0
"variatie",0,0,4,0,0,0,0,0,0,0,1,0,0,0
"veralgemening",0,0,1,0,0,0,0,0,4,0,0,0,0,0
"verdubbelen",0,0,4,0,0,0,0,0,1,0,0,0,0,0
"verloven",0,0,4,0,0,0,0,0,1,0,0,0,0,0
"veroordeelden",0,0,4,0,0,0,0,0,0,0,1,0,0,0
"verstedelijkte",0,0,4,0,0,0,0,0,0,0,1,0,0,0
"vervuilend",0,0,4,0,0,0,1,0,0,0,0,0,0,0
"voetafdruk",0,0,4,0,0,0,0,0,0,0,1,0,0,0
"voetganger",0,0,4,0,0,0,0,0,0,0,1,0,0,0
"volksraadplegingen",0,0,4,0,0,0,0,0,0,0,1,0,0,0
"voogdij",0,0,4,0,0,0,0,0,0,0,0,0,1,0
"voorschieten",0,0,4,0,0,0,0,0,0,0,1,0,0,0
"voorzorgsbeginsel",0,0,4,0,0,0,0,0,0,0,1,0,0,0
"vreemdelingenbetwistingen",0,0,4,0,0,0,0,0,0,0,1,0,0,0
"wandelafstand",0,0,4,0,0,0,0,0,0,0,1,0,0,0
"who",0,0,4,0,0,0,0,0,0,0,1,0,0,0
"zero",1,0,4,0,0,0,0,0,0,0,0,0,0,0
"zorgtraject",1,0,0,0,0,0,0,0,0,0,4,0,0,0
"gelet",2,0,2,0,1,0,3,0,0,0,0,0,2,0
"geloof",0,0,2,0,3,0,2,0,1,0,2,0,0,0
"minimumpensioen",1,0,3,0,3,0,0,0,1,0,1,0,1,0
"performant",1,0,2,0,2,0,2,0,0,0,3,0,0,0
"zwakkere",1,0,3,0,1,0,1,0,0,0,3,0,1,0
"élk",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"aandelenopties",0,0,0,0,0,0,0,0,0,0,4,0,0,0
"aanraking",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"aanslagvoet",0,0,0,0,0,0,0,0,4,0,0,0,0,0
"aanvaarding",0,0,0,0,0,0,0,0,0,0,4,0,0,0
"actieven",0,0,0,0,0,0,0,0,4,0,0,0,0,0
"adhoc",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"adr",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"afgetrokken",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"afwegingskader",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"agrobiodiversiteit",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"agroecologische",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"alsmaar",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"ambtenarij",0,0,0,0,0,0,0,0,4,0,0,0,0,0
"annulatieberoep",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"antiterrorismewetten",0,0,0,0,0,0,0,0,4,0,0,0,0,0
"apparaten",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"arabische",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"arbeider",0,0,0,0,0,0,0,0,4,0,0,0,0,0
"arbeidsbemiddelaar",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"arbeidscontracten",0,0,0,0,0,0,0,0,4,0,0,0,0,0
"arcelormittal",0,0,0,0,0,0,0,0,4,0,0,0,0,0
"asbestslachtoffers",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"asielzaken",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"basisvoorwaarden",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"bedrijfsfietsen",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"begrotingstraject",4,0,0,0,0,0,0,0,0,0,0,0,0,0
"belastingdiensten",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"belastingschalen",0,0,0,0,0,0,0,0,4,0,0,0,0,0
"belastingvrije",0,0,0,0,0,0,0,0,0,0,4,0,0,0
"beleidscyclus",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"bestuurskrachtige",0,0,0,0,0,0,0,0,0,0,4,0,0,0
"binnenlucht",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"binnenluchtkwaliteit",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"biogas",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"bodems",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"bodemverbetering",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"bouwkundig",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"bovenbouw",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"bruikbaarheid",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"btwsysteem",4,0,0,0,0,0,0,0,0,0,0,0,0,0
"budgetneutrale",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"cachetregeling",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"carry",4,0,0,0,0,0,0,0,0,0,0,0,0,0
"celstraffen",0,0,0,0,0,0,0,0,0,0,0,0,4,0
"centralisatie",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"cfcregels",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"cinema",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"conclusies",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"copernicaanse",4,0,0,0,0,0,0,0,0,0,0,0,0,0
"creative",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"crisispreventie",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"cultureelerfgoedsector",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"cultuurpatronen",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"daad",0,0,0,0,0,0,0,0,0,0,4,0,0,0
"deeleconomie",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"deelgemeente",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"demonstratie",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"depositogarantiesysteem",0,0,0,0,0,0,0,0,0,0,4,0,0,0
"derdebetalerssytemen",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"derivaten",0,0,0,0,0,0,0,0,4,0,0,0,0,0
"dfn",0,0,0,0,4,0,0,0,0,0,0,0,0,0
"dienstverlener",0,0,0,0,0,0,0,0,0,0,4,0,0,0
"doelmatige",0,0,0,0,0,0,0,0,0,0,4,0,0,0
"downloaden",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"drank",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"ecologiepremie",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"ecosystemen",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"effectisering",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"emd",0,0,0,0,0,0,0,0,4,0,0,0,0,0
"emission",0,0,0,0,0,0,0,0,4,0,0,0,0,0
"energetische",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"energiegewassen",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"energielandschappen",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"energieleveranciers",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"energienet",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"entertainment",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"eraan",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"erene",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"escos",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"europluspact",0,0,0,0,0,0,0,0,4,0,0,0,0,0
"experimenteren",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"fijnmazig",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"film",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"flank",4,0,0,0,0,0,0,0,0,0,0,0,0,0
"fysischchemische",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"gegevensbescherming",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"gendervermelding",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"gevecht",0,0,0,0,0,0,0,0,4,0,0,0,0,0
"gewaakt",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"gewaarschuwd",0,0,4,0,0,0,0,0,0,0,0,0,0,0
"gezicht",0,0,0,0,0,0,0,0,0,0,4,0,0,0
"gezinslast",0,0,0,0,0,0,0,0,0,0,4,0,0,0
