"word","cdv.txt","groen.txt","nva.txt","openvld.txt","pvda.txt","spa.txt","vlaamsbelang.txt"
"centrale",12,25,4,3,12,16,3
"digitale",16,32,6,4,0,15,2
"doelstelling",7,31,6,4,5,21,1
"hoofdstuk",4,53,13,0,1,4,0
"nva",0,0,68,0,6,0,1
"opgenomen",6,44,4,1,2,17,1
"toezicht",13,27,8,1,4,20,2
"verzekeren",10,16,18,2,5,22,2
"actieve",12,29,13,1,5,12,2
"beheer",12,29,9,5,8,11,0
"partijen",7,29,10,0,14,11,3
"zware",4,22,7,1,7,22,11
"armoedegrens",0,29,5,0,25,13,1
"bedrijf",6,30,6,1,19,11,0
"moment",8,35,1,8,2,18,1
"stemmen",12,29,15,6,2,8,1
"uitkering",12,20,5,5,14,16,1
"voldoen",11,37,2,1,6,16,0
"wetenschappelijk",14,21,8,1,11,17,1
"zesde",0,22,19,10,4,14,4
"aanpakken",11,24,3,4,12,16,2
"breiden",5,28,10,1,5,21,2
"duur",5,27,5,1,15,13,6
"gebrek",5,29,9,1,10,13,5
"geestelijke",9,24,1,1,1,35,1
"gegevens",16,32,4,5,1,14,0
"kaart",5,35,8,0,7,14,3
"opleidingen",17,20,9,2,3,20,1
"centra",14,22,4,1,3,22,5
"gebouwen",13,36,3,1,2,16,0
"gerichte",15,25,11,4,0,16,0
"hierdoor",3,26,5,3,1,30,3
"huis",9,29,5,3,7,15,3
"kmos",0,37,9,10,1,12,2
"laag",5,23,6,0,15,21,1
"vereist",25,17,7,3,3,15,1
"verplichte",11,24,7,4,6,18,1
"werkzoekenden",7,19,18,3,11,13,0
"administratie",11,17,9,1,4,28,0
"deeltijds",12,16,3,2,16,21,0
"drempels",19,20,6,0,4,21,0
"duurzaamheid",22,37,1,1,0,8,1
"enz",13,38,2,1,1,12,3
"erg",4,43,1,0,0,21,1
"fonds",8,48,3,0,0,11,0
"geneesmiddelen",4,25,3,0,21,17,0
"gezond",13,31,6,2,4,11,3
"kwalitatief",13,30,8,5,1,13,0
"onderneming",1,15,6,3,11,34,0
"patiënten",0,30,4,4,11,21,0
"positieve",9,32,3,3,5,17,1
"samenwerken",11,11,6,3,2,37,0
"toepassing",14,34,7,1,5,8,1
"verbod",8,40,1,1,16,2,2
"vormt",8,31,3,3,6,15,4
"wijze",9,32,5,2,0,18,4
"bank",2,27,2,1,25,12,0
"brusselse",8,35,1,2,7,9,7
"kapitaal",21,11,3,1,15,18,0
"netwerken",30,16,2,5,0,16,0
"noodzakelijke",10,24,4,0,2,27,2
"oude",9,30,6,0,9,15,0
"prijzen",3,13,3,1,12,37,0
"winst",3,19,7,2,33,5,0
"achter",5,36,3,4,4,12,4
"bedrag",5,28,4,4,11,12,4
"bevoegdheid",15,18,10,2,5,13,5
"evenwicht",16,19,16,6,3,8,0
"gemiddeld",6,20,9,0,28,5,0
"maatregel",15,21,1,3,19,8,1
"partij",15,21,6,5,8,9,4
"taak",7,22,7,3,2,24,3
"taal",4,22,15,5,11,8,3
"vdab",13,18,9,2,5,21,0
"debat",4,33,6,1,11,10,2
"eerst",5,25,6,4,18,8,1
"enige",11,16,6,2,15,11,6
"genieten",5,26,3,7,5,20,1
"hetzelfde",6,24,5,3,16,11,2
"ontwikkelingslanden",1,50,4,1,0,11,0
"volle",14,16,9,2,6,18,2
"wegen",9,27,9,3,7,11,1
"zuiden",22,20,1,4,11,8,1
"breed",20,19,4,0,3,20,0
"concreet",11,24,4,4,3,19,1
"deelstaten",23,5,13,2,3,20,0
"engagement",22,12,7,2,6,17,0
"erkenning",9,36,4,0,3,13,1
"genomen",12,22,10,3,6,13,0
"leefloon",4,25,2,3,12,20,0
"tijdelijk",7,32,6,2,5,14,0
"tijdelijke",14,24,6,3,4,11,4
"toerisme",28,5,9,0,0,23,1
"voorstander",9,36,1,3,2,14,1
"voorwaarde",13,35,3,0,4,10,1
"advies",8,33,4,0,2,18,0
"alternatieve",13,29,5,4,5,8,1
"collectief",4,43,3,2,3,10,0
"denken",11,14,2,8,7,22,1
"gemiddelde",12,14,16,0,16,6,1
"gewerkt",9,26,6,8,11,4,1
"kiest",4,23,7,7,4,18,2
"stedelijke",21,26,2,1,2,10,3
"stimuleert",9,25,4,5,3,18,1
"terrein",16,12,9,1,3,21,3
"toegankelijkheid",20,11,3,2,4,25,0
"uitstoot",4,34,1,1,18,7,0
"zaken",4,21,8,1,17,13,1
"antwerpen",13,16,6,1,18,7,3
"automatisch",11,23,5,2,10,12,1
"betaalt",6,14,1,5,19,19,0
"buurlanden",18,6,20,4,4,9,3
"even",5,20,6,2,11,17,3
"gebieden",7,41,1,0,3,11,1
"keer",1,31,3,0,17,10,2
"kwaliteitsvol",24,14,2,1,2,21,0
"lopen",4,24,6,1,11,14,4
"mate",18,21,6,1,2,14,2
"transparante",10,24,6,1,0,23,0
"wijken",2,37,3,0,8,12,2
"beslissingen",2,21,5,6,9,19,1
"betrekking",9,24,4,4,4,17,1
"blijkt",7,30,4,2,4,12,4
"combinatie",9,20,7,6,4,14,3
"correct",14,18,11,1,3,16,0
"dankzij",11,14,3,3,9,23,0
"efficiënter",0,18,13,3,4,19,6
"enof",2,35,6,1,2,17,0
"gekoppeld",14,26,5,2,5,11,0
"gratis",6,15,3,0,26,12,1
"juridische",8,33,3,0,6,11,2
"kleinere",11,19,4,1,4,21,3
"leefomgeving",23,14,9,1,0,14,2
"nationaal",2,18,2,2,21,18,0
"norm",6,40,3,5,2,6,1
"optimaal",12,14,13,1,0,23,0
"ordening",18,23,8,0,1,12,1
"plannen",9,34,4,0,6,9,1
"pvda",0,0,0,0,63,0,0
"regeling",7,34,7,1,4,7,3
"stand",15,15,3,1,4,21,4
"tarief",7,16,13,4,8,14,1
"waarde",12,15,6,6,4,19,1
"werkgever",4,20,6,2,12,18,1
"zichzelf",7,14,5,3,7,25,2
"ziekte",7,25,3,1,9,17,1
"afval",4,24,4,2,2,26,0
"beide",14,14,8,3,2,20,1
"bestrijden",12,14,8,2,9,17,0
"garantie",12,22,5,2,4,16,1
"holebis",0,38,0,2,0,22,0
"initiatief",8,24,10,9,1,9,1
"inspraak",12,26,1,4,8,8,3
"militaire",6,20,5,5,22,2,2
"nederland",8,12,17,0,11,9,5
"pas",8,23,5,2,9,13,2
"speelt",8,30,2,2,3,16,1
"stoffen",2,52,0,0,2,6,0
"toekomstige",9,26,6,1,3,17,0
"uiteraard",12,23,6,2,4,11,4
"vallen",4,31,2,1,9,14,1
"verschillen",13,20,3,0,10,16,0
"vrijwilligers",17,21,12,1,1,10,0
"behoud",7,24,5,3,9,7,6
"beperkte",17,22,4,3,3,11,1
"buitenlands",18,13,14,3,1,12,0
"communicatie",18,20,4,2,4,13,0
"effectieve",10,15,8,2,1,23,2
"functies",9,35,4,1,3,9,0
"gevallen",3,22,3,1,7,20,5
"iedere",20,15,2,2,4,17,1
"industrie",19,13,8,4,8,9,0
"integraal",12,17,2,2,5,23,0
"klimaatverandering",3,36,2,0,2,16,2
"partner",15,19,6,8,3,10,0
"potentieel",9,24,9,2,0,16,1
"professionele",14,22,5,0,2,18,0
"rechtstreeks",15,16,10,2,10,7,1
"spelers",13,15,5,2,0,26,0
"uitgaven",16,13,9,4,14,4,1
"besteden",9,23,3,1,4,19,1
"cultureel",4,37,8,1,2,6,2
"dieren",10,42,1,1,0,6,0
"dossier",8,24,11,1,4,8,4
"draagt",11,19,9,1,2,17,1
"evolutie",14,12,14,6,7,4,3
"flexibele",16,14,9,3,8,10,0
"geïntegreerd",0,38,3,7,0,11,1
"gemeenschappelijke",16,12,11,1,9,11,0
"lage",6,25,4,0,14,11,0
"lagere",11,19,1,2,9,14,4
"pijler",5,22,7,4,7,15,0
"zitten",6,17,7,3,14,11,2
"agentschap",11,26,10,1,0,10,1
"banen",4,6,3,0,38,8,0
"beslissing",8,15,1,9,7,19,0
"gemeentelijke",8,18,5,1,8,18,1
"generaties",12,16,13,2,4,11,1
"handel",13,18,6,4,4,12,2
"huisvesting",8,16,2,6,5,18,4
"ijveren",6,19,1,1,27,5,0
"nieuwkomers",4,14,11,7,3,20,0
"ocmws",0,25,2,2,7,23,0
"omwille",13,20,3,3,10,10,0
"proces",9,23,5,1,12,7,2
"reële",0,17,3,1,14,23,1
"rekenen",14,24,4,3,2,11,1
"tien",5,13,5,2,25,7,2
"werklozen",5,6,9,4,34,0,1
"aanbieden",11,23,2,2,2,17,1
"aandeel",10,24,2,0,12,9,1
"aanvullende",7,15,6,1,19,10,0
"actieplan",7,34,1,1,0,13,2
"anderzijds",11,15,7,6,2,17,0
"asielzoekers",5,40,0,2,1,9,1
"beschikking",12,33,3,1,2,6,1
"effecten",8,40,1,0,0,9,0
"enzovoort",3,27,0,0,24,4,0
"koopkracht",2,4,2,4,26,19,1
"kopen",2,20,4,5,11,15,1
"renovatie",17,25,5,3,3,5,0
"specifiek",6,27,4,3,0,16,2
"toenemende",11,18,4,0,3,17,5
"verband",13,19,1,0,12,12,1
"vergroten",16,17,8,4,3,10,0
"winsten",1,24,2,1,24,6,0
"acties",9,25,3,3,2,14,1
"afgestemd",13,26,4,2,1,11,0
"alternatief",11,26,5,5,4,3,3
"betrokkenheid",12,19,8,2,2,14,0
"efficiënte",0,13,12,6,2,24,0
"meeste",5,16,2,2,20,11,1
"middel",11,20,5,4,6,8,3
"rechtvaardige",17,19,0,0,1,19,1
"talenten",20,9,2,5,0,21,0
"toeristische",28,8,6,0,0,15,0
"uitgevoerd",6,21,11,2,3,9,5
"verdrag",3,21,1,0,22,7,3
"ambitieus",7,29,5,0,1,13,1
"autonomie",12,14,10,2,2,13,3
"bepaald",9,17,6,4,7,13,0
"beschikbaar",19,14,6,1,2,14,0
"defensie",12,14,5,4,0,17,4
"doelgroepen",15,18,6,1,1,15,0
"eerder",6,20,0,3,7,16,4
"fiets",10,32,1,1,3,9,0
"fundamentele",7,16,3,1,10,16,3
"garandeert",4,25,2,2,2,18,3
"gas",12,20,1,0,16,6,1
"helft",5,21,4,1,14,10,1
"invoeren",16,22,1,1,7,6,3
"maand",3,20,2,1,23,6,1
"morgen",13,10,5,5,6,17,0
"onafhankelijke",6,27,4,1,1,14,3
"rand",20,15,8,0,2,3,8
"stelsel",11,7,14,3,9,11,1
"studenten",8,14,10,2,9,13,0
"terugkeer",9,24,3,2,1,13,4
"uitvoeren",12,16,8,6,5,8,1
"verliezen",3,14,4,4,14,15,2
"waarmee",12,11,3,5,10,12,3
"zaak",5,19,10,1,6,14,1
"ziekenhuizen",7,18,3,0,15,12,1
"elektriciteit",10,15,2,3,15,9,1
"gebracht",9,24,1,2,7,10,2
"gerealiseerd",11,19,4,5,7,8,1
"gesteld",6,34,2,2,3,5,3
"inclusief",9,19,4,3,1,17,2
"ondersteunt",10,24,1,1,0,19,0
"ongeveer",5,20,11,3,10,4,2
"reguliere",7,14,11,3,2,18,0
"seksuele",3,17,4,1,3,27,0
"steunen",9,24,7,0,1,13,1
"strategische",12,17,11,0,0,12,3
"uitgewerkt",11,33,2,1,1,7,0
"weten",14,11,4,2,6,18,0
"belasting",5,25,1,3,12,5,3
"genoeg",7,20,6,0,4,15,2
"herkomst",5,13,8,1,8,15,4
"integrale",13,15,2,3,0,19,2
"integreren",15,17,12,2,2,6,0
"loopt",3,26,1,0,11,12,1
"ooit",13,9,4,0,9,19,0
"prioritair",8,14,6,2,4,20,0
"richtlijn",2,33,0,0,11,8,0
"sancties",11,20,4,1,9,7,2
"uitkeringen",3,8,10,1,19,12,1
"vermogen",1,25,4,4,5,14,1
"voorziet",1,32,1,1,4,13,2
"waarborgen",6,12,9,3,6,15,3
"zeggen",4,11,3,2,19,12,3
"<c3><a9><c3><a9>n",53,0,0,0,0,0,0
"aangepakt",4,24,8,3,0,9,5
"beleidsdomeinen",8,14,15,7,0,9,0
"bewoners",7,37,0,0,0,9,0
"consumenten",6,35,1,1,3,7,0
"dagen",10,22,4,8,3,6,0
"etnischculturele",3,38,0,0,1,11,0
"hoogste",2,18,12,0,10,11,0
"inwoners",8,11,4,0,8,19,3
"promoten",16,12,1,3,3,16,2
"snelle",10,17,5,8,4,8,1
"vlot",10,17,9,3,0,10,4
"vrijwilligerswerk",4,23,10,0,1,15,0
"wachtlijsten",1,26,4,3,7,7,5
"afgelopen",10,12,5,1,11,11,2
"anderen",11,12,6,4,5,13,1
"domeinen",13,16,5,3,0,15,0
"ernstige",1,29,4,1,7,8,2
"ervaring",9,13,4,2,3,18,3
"gesloten",9,24,2,0,7,6,4
"grenzen",6,13,5,5,2,19,2
"ieder",9,12,4,3,8,14,2
"kunstenaars",9,29,2,0,0,10,2
"legt",4,19,10,1,8,9,1
"regios",0,26,3,2,4,16,1
"relevante",5,24,4,0,0,19,0
"sportclubs",16,22,1,0,0,13,0
"tarieven",4,24,2,6,4,10,2
"thuiszorg",11,18,2,1,0,17,3
"totale",2,23,6,2,6,10,3
"traject",12,24,4,0,0,12,0
"vaste",4,23,4,2,13,6,0
"verantwoordelijk",3,22,9,1,9,7,1
"verbetering",13,21,3,0,2,12,1
"waarvan",6,27,8,1,2,8,0
"zoek",10,11,3,3,8,16,1
"allemaal",4,4,2,5,19,16,1
"bbp",7,7,9,1,21,5,1
"belgisch",6,20,3,0,2,13,7
"beslist",6,22,4,4,6,7,2
"betaald",4,18,5,1,14,9,0
"draagkracht",9,19,4,0,0,17,2
"eerlijke",2,20,3,2,0,23,1
"grondige",6,27,7,0,2,8,1
"instantie",8,20,4,2,4,12,1
"interne",15,11,13,1,2,9,0
"nochtans",5,22,3,0,7,12,2
"nucleaire",3,36,2,0,1,9,0
"opvolging",10,22,4,0,1,14,0
"slachtoffer",7,21,5,0,11,5,2
"stijging",9,6,4,1,27,4,0
"vereenvoudiging",8,20,8,4,0,9,2
"voordeel",10,19,2,4,4,12,0
"vrijwillige",9,24,4,0,2,11,1
"wil<e2><80><a6>",51,0,0,0,0,0,0
"zwaar",1,25,1,2,8,9,5
"aanzien",19,12,6,2,2,9,0
"afstemming",15,21,8,1,1,4,0
"asiel",13,13,6,3,4,9,2
"beslissen",7,15,10,5,8,4,1
"bindende",3,18,3,1,1,23,1
"context",9,18,5,1,3,11,3
"dialoog",11,27,1,0,3,8,0
"elektrische",6,25,0,3,1,15,0
"fijn",2,23,2,1,9,13,0
"fundamenteel",4,14,5,1,10,15,1
"gegarandeerd",2,27,6,3,2,9,1
"gezien",9,18,2,2,5,14,0
"globale",15,20,2,1,2,9,1
"langere",17,11,4,3,5,8,2
"leefmilieu",15,16,6,2,1,7,3
"orde",12,8,10,3,2,10,5
"schaffen",3,24,7,5,3,8,0
"sensibilisering",12,19,2,0,0,17,0
"strategie",7,13,8,2,8,9,3
"uitbouwen",15,16,1,4,6,6,2
"vergrijzing",16,5,6,1,16,4,2
"verhoging",5,18,2,1,10,12,2
"verloren",7,13,8,0,9,13,0
"vluchtelingen",6,24,0,0,5,12,3
"voorrang",15,16,7,1,3,6,2
"zit",6,14,0,1,20,7,2
"<e2><80><93>",49,0,0,0,0,0,0
"ambitie",8,13,9,4,5,10,0
"creatieve",12,10,4,6,0,16,1
"daartoe",16,13,5,2,0,12,1
"enerzijds",8,15,7,4,1,14,0
"financieren",6,18,4,4,4,11,2
"gespecialiseerde",10,19,6,1,0,9,4
"heen",14,6,5,6,1,17,0
"hervormingen",8,9,7,3,11,7,4
"ocmw",5,15,6,0,6,15,2
"omgaan",18,18,1,3,0,8,1
"positie",8,18,8,1,4,8,2
"positief",17,16,7,2,4,3,0
"stem",4,14,8,0,3,16,4
"stof",2,24,2,0,9,11,1
"vaardigheden",3,13,2,7,0,21,3
"vakbonden",1,16,2,0,20,7,3
"vertrekken",14,13,2,5,5,9,1
"verwerven",11,24,5,1,3,5,0
"voertuigen",10,32,1,1,0,5,0
"aankoop",13,17,0,2,9,6,1
"aspecten",9,30,2,1,1,5,0
"besparen",5,18,4,0,7,12,2
"betrekken",11,18,7,1,1,10,0
"bijstand",9,6,5,1,6,19,2
"daarvan",3,21,6,2,9,7,0
"doorgedreven",13,18,4,3,1,7,2
"dure",3,19,4,1,12,9,0
"evolueren",17,8,7,3,2,9,2
"fietsen",3,32,2,2,2,7,0
"gedrag",5,17,2,3,7,13,1
"gestimuleerd",10,20,5,4,0,9,0
"gewone",5,20,2,1,18,2,0
"hervormen",8,15,8,7,1,9,0
"herzien",5,25,1,1,8,8,0
"investeert",5,16,4,1,2,20,0
"koppelen",6,18,7,3,1,11,2
"leningen",7,22,4,1,8,6,0
"modern",24,9,8,4,0,1,2
"namelijk",2,30,2,3,6,4,1
"natuurlijk",8,13,2,2,14,8,1
"natuurlijke",11,22,5,0,2,8,0
"nmbs",5,10,8,1,16,5,3
"onderdeel",17,17,4,1,1,7,1
"optreden",7,22,6,0,0,11,2
"stabiliteit",14,16,4,2,3,9,0
"staten",1,17,2,1,13,9,5
"verbonden",8,17,1,3,2,17,0
"vereenvoudigen",11,5,13,5,0,13,1
"begroting",20,5,6,4,5,6,1
"capaciteit",10,12,8,4,5,5,3
"commerciële",0,18,5,1,12,8,3
"complexe",7,17,2,5,0,14,2
"eén",0,11,3,0,22,11,0
"eisen",12,12,3,0,7,12,1
"gebruikers",10,15,1,0,4,16,1
"geleidelijk",3,20,7,5,6,5,1
"grondig",10,17,7,0,0,12,1
"hierin",3,24,1,2,0,17,0
"jaarlijkse",9,15,6,0,7,9,1
"jongere",3,23,0,0,7,14,0
"klassieke",5,26,6,2,2,5,1
"levert",10,11,5,4,10,7,0
"moedigen",13,11,8,4,3,8,0
"participeren",3,15,9,5,4,11,0
"prestaties",6,25,4,2,5,5,0
"principes",6,20,5,5,0,11,0
"prioriteiten",10,21,4,0,2,10,0
"slag",5,12,13,5,3,9,0
"tekort",6,17,9,0,10,4,1
"verblijf",3,22,1,0,3,15,3
"verdwijnen",5,17,2,1,8,14,0
"werkende",0,8,3,1,20,15,0
"begeleiden",10,8,11,2,2,13,0
"behoeften",9,13,2,2,11,7,2
"beschikbare",18,10,5,2,7,4,0
"bouw",8,23,6,1,4,4,0
"coöperatieve",0,25,0,0,0,21,0
"daarin",10,13,8,2,3,8,2
"dicht",6,13,7,0,8,12,0
"dringend",2,22,5,1,4,8,4
"energiefactuur",4,16,5,4,4,12,1
"gewest",8,23,3,1,7,4,0
"jeugd",18,11,3,0,2,12,0
"meteen",6,20,3,2,6,7,2
"overal",2,16,4,1,12,11,0
"premies",5,29,2,0,4,6,0
"realiteit",9,13,3,5,5,11,0
"rechtszekerheid",22,8,5,5,0,5,1
"spoor",4,11,8,4,13,4,2
"vergoeding",7,23,4,1,0,9,2
"verhoogt",4,16,7,1,4,14,0
"vermindering",7,21,4,1,6,7,0
"wegwerken",15,14,4,5,0,7,1
"wetenschappelijke",8,19,7,0,2,10,0
"wijk",3,23,2,1,2,14,1
"zes",2,9,9,0,21,4,1
"aanwezig",8,16,4,4,3,9,1
"artsen",4,30,2,1,5,3,0
"democratisch",1,22,2,0,9,11,0
"eind",10,11,1,0,13,9,1
"evalueren",19,13,6,1,0,6,0
"eventuele",3,23,4,0,3,12,0
"gepaard",10,10,3,1,3,17,1
"gevangenissen",5,19,6,1,2,4,8
"groeien",10,8,6,4,3,14,0
"industriële",0,25,2,0,7,10,1
"niveaus",6,16,3,2,2,16,0
"oprichting",4,26,3,1,2,8,1
"ouder",6,21,1,1,5,8,3
"persoonlijke",6,14,5,4,6,8,2
"privacy",3,10,3,8,12,9,0
"rechtbanken",8,22,5,0,6,4,0
"rechtvaardig",11,17,0,2,1,14,0
"spreken",3,19,3,1,8,10,1
"tonen",3,21,4,2,5,8,2
"uitgangspunt",18,10,7,1,2,7,0
"verdient",8,12,3,6,1,15,0
"verleden",13,15,4,3,1,7,2
"voeding",7,26,0,0,5,7,0
"waardevolle",7,23,4,0,2,8,1
"zin",7,19,3,1,2,10,3
"aanpassing",8,19,5,0,5,5,2
"allerlei",1,13,2,2,17,9,0
"alternatieven",13,16,0,1,3,9,2
"daling",9,8,3,1,21,2,0
"energiebesparing",5,26,0,0,1,12,0
"focus",8,12,4,4,1,15,0
"geheel",6,15,5,0,7,11,0
"gronden",3,30,1,1,1,8,0
"handhaving",9,20,4,1,0,9,1
"kinderbijslag",11,2,5,1,7,16,2
"misbruik",5,10,3,1,3,22,0
"nadruk",14,20,3,0,1,5,1
"ontstaat",5,16,3,3,3,13,1
"product",2,28,2,4,0,8,0
"raken",6,16,7,2,3,9,1
"rupo",0,1,9,0,29,1,4
"schade",6,17,6,0,3,10,2
"schulden",1,9,4,0,21,7,2
"starten",10,13,2,2,1,16,0
"sterkere",5,26,4,3,2,4,0
"stroom",7,13,2,0,17,4,1
"uitbreiden",12,16,0,7,1,5,3
"vangen",7,12,6,3,3,11,2
"verworven",10,18,1,2,3,9,1
"voedsel",7,30,0,1,0,6,0
"ziekenhuis",3,14,2,0,9,16,0
"belgen",2,9,3,4,15,7,3
"besparingen",4,10,6,1,18,2,2
"besteed",6,22,2,1,1,10,1
"controles",6,12,6,3,4,12,0
"evenwel",13,14,5,5,0,4,2
"factuur",1,21,4,0,2,15,0
"financi<c3><ab>le",43,0,0,0,0,0,0
"geïntegreerde",0,28,4,6,0,5,0
"goedkoper",2,20,5,0,6,9,1
"grondstoffen",10,19,1,1,1,10,1
"helemaal",4,10,2,0,18,7,2
"horen",1,18,5,1,4,10,4
"ingevoerd",7,18,4,0,7,5,2
"instelling",5,22,4,3,2,6,1
"klein",8,11,5,2,7,10,0
"maximale",7,18,3,3,4,5,3
"medisch",11,11,5,1,6,8,1
"minderheden",3,30,0,0,1,9,0
"negatieve",6,17,3,2,3,12,0
"ondanks",5,9,8,2,10,4,5
"onmiddellijk",3,16,4,3,5,11,1
"optimale",12,12,8,0,0,11,0
"ouderenzorg",15,2,4,0,4,15,3
"samenwerkingsverbanden",9,9,11,1,0,13,0
"structuren",2,12,9,8,3,9,0
"sturen",3,13,14,2,2,9,0
"tijden",6,7,4,3,4,18,1
"toekenning",8,11,1,0,5,14,4
"verdeling",8,10,5,2,9,7,2
"voorkeur",9,15,4,1,1,11,2
"aangewezen",1,14,9,1,3,12,2
"aantrekkelijk",13,9,9,3,1,5,2
"afschaffing",1,13,1,3,14,4,6
"cijfers",5,5,5,1,15,9,2
"ene",3,20,0,2,10,7,0
"gelden",6,18,5,1,5,6,1
"gepaste",5,15,4,2,1,14,1
"hoogte",3,15,5,0,0,17,2
"inkomens",7,14,1,0,11,9,0
"kloof",6,16,2,0,12,4,2
"kracht",12,13,0,5,1,10,1
"leerkracht",6,28,2,1,3,1,1
"leerling",17,10,6,0,4,4,1
"ongeacht",8,11,3,1,4,14,1
"opdrachten",10,11,8,1,3,7,2
"pact",14,6,5,3,1,12,1
"permanent",10,16,2,0,4,9,1
"permanente",8,17,4,1,3,7,2
"technische",10,14,3,3,3,8,1
"traditionele",5,11,9,1,5,11,0
"werkvloer",5,16,2,2,6,10,1
"zorgverstrekkers",2,10,10,1,1,18,0
"aanvullend",3,13,3,7,6,7,2
"baan",16,7,2,2,10,4,0
"benadering",11,19,3,0,0,8,0
"bevoegd",5,14,9,1,5,5,2
"btw",8,17,0,1,10,4,1
"centrum",5,16,2,0,4,14,0
"creëert",0,19,1,4,1,15,1
"dalen",8,10,5,2,10,6,0
"dumping",1,5,3,0,4,28,0
"ecologisch",2,27,0,0,6,6,0
"enorme",4,17,0,4,2,12,2
"erkennen",8,15,4,2,2,10,0
"ertoe",6,15,4,3,3,8,2
"feit",9,15,5,1,4,3,4
"geconfronteerd",6,2,5,1,5,20,2
"gezinsbeleid",15,12,7,0,1,6,0
"landbouwers",4,25,5,1,0,5,1
"omstandigheden",11,7,3,2,7,11,0
"onafhankelijk",2,22,2,1,2,9,3
"ontwikkelingen",9,16,5,0,0,9,2
"promotie",11,14,2,0,4,9,1
"respecteren",11,16,4,1,2,7,0
"transport",4,15,3,0,12,6,1
"uitdaging",11,11,1,4,0,14,0
"veiligheidsbeleid",8,16,0,5,4,7,1
"ver",8,10,0,0,13,10,0
"vergt",10,14,5,2,0,10,0
"verhoogde",5,18,5,0,6,7,0
"voert",3,24,1,2,4,7,0
"vrijstelling",5,13,4,2,2,14,1
"wallonië",0,3,15,0,5,2,16
"ambitieuze",2,24,2,2,2,8,0
"betaalbaarheid",15,7,5,1,1,10,1
"contact",7,12,1,5,3,12,0
"daarmee",7,10,1,0,13,8,1
"degelijk",0,11,5,0,12,9,3
"duitsland",2,6,9,0,17,3,3
"gewoon",3,14,4,0,9,9,1
"huurders",3,16,0,2,4,15,0
"inspectiediensten",3,9,6,2,0,20,0
"invulling",8,13,4,1,3,10,1
"minderjarigen",4,9,0,0,2,22,3
"minimale",3,21,4,1,5,6,0
"minimum",8,7,1,4,7,12,1
"niemand",3,4,2,4,4,23,0
"omgevingsvergunning",10,22,3,2,0,3,0
"onderhandelingen",2,17,1,1,11,6,2
"ontplooien",8,8,3,0,3,18,0
"ontwikkeld",3,27,1,0,0,8,1
"slecht",2,24,1,0,9,4,0
"stijgen",4,13,3,3,11,6,0
"technologie",7,12,4,3,2,9,3
"toegepast",6,20,6,1,2,5,0
"universiteiten",5,11,3,4,0,16,1
"vermeden",9,17,4,1,1,7,1
"voorbeelden",8,20,2,1,2,7,0
"zolang",0,19,4,2,4,7,4
"aanmerking",6,20,5,0,2,6,0
"aanmoedigen",15,12,3,3,0,6,0
"alleenstaande",4,12,1,0,9,12,1
"bepaalt",3,17,1,1,5,10,2
"cultuurbeleid",6,15,6,1,0,9,2
"diplomatie",14,8,9,1,0,6,1
"eenvoudige",3,19,2,5,4,5,1
"erkend",5,23,2,2,0,6,1
"gedwongen",3,10,7,3,7,7,2
"hefboom",9,18,0,3,0,8,1
"huurmarkt",5,17,3,6,0,8,0
"intussen",4,8,4,0,16,6,1
"kansengroepen",9,13,2,1,0,13,1
"lucht",4,23,2,0,2,6,2
"markten",7,16,6,1,2,7,0
"materialen",9,20,1,1,2,6,0
"ministers",4,13,6,3,9,3,1
"psychische",2,20,1,1,1,14,0
"realisatie",10,16,1,0,0,12,0
"recente",13,8,1,1,6,9,1
"rechter",7,8,8,0,7,8,1
"regeringen",3,9,0,0,15,11,1
"slagen",6,13,1,0,5,13,1
"start",2,12,2,2,0,20,1
"talent",8,9,7,3,0,11,1
"toegekend",5,19,5,1,1,7,1
"uitgebouwd",9,13,1,3,1,11,1
"valt",2,11,3,2,9,9,3
"verhoogd",3,17,3,2,4,9,1
"verlaging",1,7,8,5,11,6,1
"verzekering",2,9,9,2,1,16,0
"waarden",9,5,2,6,1,14,2
"ziekteverzekering",6,16,4,0,8,5,0
"auto",2,19,0,0,4,13,0
"bedraagt",6,12,3,1,12,2,2
"beschermd",4,16,1,1,5,10,1
"chronische",10,15,0,1,4,8,0
"eenvoudig",4,14,3,4,0,12,1
"garanties",10,14,0,0,2,12,0
"gedeelde",6,12,2,2,0,16,0
"gedurende",4,19,3,3,0,7,2
"gegeven",7,15,0,1,6,9,0
"georganiseerd",4,16,1,3,3,9,2
"goederen",6,14,2,2,7,5,2
"herziening",6,16,2,2,3,6,3
"huizen",3,20,1,1,2,11,0
"hulpverlening",8,9,7,0,3,10,1
"karakter",11,13,4,3,1,3,3
"kent",3,14,3,3,3,11,1
"klanten",4,17,1,4,6,6,0
"later",6,18,1,0,2,11,0
"leden",4,11,3,2,7,11,0
"omroep",3,18,4,0,0,8,5
"opleggen",8,19,1,0,5,3,2
"palliatieve",5,10,0,1,0,22,0
"programmas",0,20,7,2,3,5,1
"psychiatrische",8,13,2,0,0,15,0
"rijkdom",5,7,1,0,23,2,0
"samenleven",1,15,2,5,4,10,1
"straffen",7,16,3,1,1,6,4
"strenge",6,20,0,0,9,1,2
"strikte",8,14,6,1,3,6,0
"vastgelegd",7,21,0,1,3,6,0
"verbieden",0,20,2,0,9,6,1
